"","5007_S76","5036_S77","5073_S78","5085_S79","5104_S80","5113_S81","5114_S82","5148_S83","5150_S84","5160_S85","5172_S86","5179_S87","5197_S88","5221_S89","5224_S90","5238_S91","5243_S92","5252_S93","5253_S94","5334_S95","5348_S96","5357_S97","5366_S98","5377_S99","5379_S100","5381_S101","5383_S102","5425_S103","5426_S104","5431_S105","CN_MCC21-111_S106"
"ASV1282",0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,25,0,0,0
"ASV1283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,48,0,0,0,0,0,0
"ASV1285",26,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,18,0,30,0,35,0,0,0,0,0,0,0
"ASV1286",17,0,0,0,0,0,11,0,0,0,0,0,0,25,16,0,0,0,37,0,0,0,0,0,17,0,0,0,0,0,0
"ASV1287",3,0,0,0,0,0,0,0,10,27,11,4,0,9,8,0,0,0,0,14,7,0,0,8,4,0,0,4,0,14,0
"ASV1288",0,26,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0
"ASV1289",0,0,0,29,0,0,0,0,26,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1290",0,0,0,18,21,0,0,0,0,0,0,0,0,0,0,21,0,0,0,34,0,0,0,0,0,29,0,0,0,0,0
"ASV1291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,17,0,0,0,0,0,0,29,15,0
"ASV1292",0,12,6,0,21,0,0,0,11,0,0,0,0,26,0,0,0,0,0,16,20,0,0,0,0,0,0,10,0,0,0
"ASV1293",0,0,0,11,0,0,0,0,0,0,25,0,0,0,0,0,32,54,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1294",0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0
"ASV1295",0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,15,0,0,0,0,0
"ASV1296",0,0,0,0,0,0,0,0,0,0,0,24,0,28,54,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
"ASV1297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,37,0,0,0,0,0,0,0,0,0,42,0
"ASV1298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,71,0,0,0,0
"ASV1299",0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,38,0,0,13,0,0,0,0,0,0
"ASV1300",0,0,0,0,0,9,0,0,25,40,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
"ASV1301",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,17,0,0,24,0,0,0,0,18,0
"ASV1302",0,0,0,19,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,13,0,40,0
"ASV1303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,12,0,0,0,0,0,0,0,0,0
"ASV1304",13,0,1,0,0,0,10,0,5,0,8,18,0,10,0,8,0,0,0,7,0,0,0,5,0,24,0,0,10,0,0
"ASV1305",0,39,0,15,0,0,0,0,0,0,10,0,0,0,7,0,0,0,0,0,17,0,0,0,0,31,0,0,0,0,0
"ASV1306",0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0
"ASV1307",0,0,0,0,0,0,0,7,15,0,0,0,0,0,0,0,0,8,15,0,0,4,7,11,15,30,0,0,0,7,0
"ASV1308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1309",46,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0
"ASV1310",0,0,35,0,0,0,0,0,28,6,25,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
"ASV1311",0,0,2,27,0,0,0,0,0,15,0,14,13,0,0,16,0,16,0,0,0,0,0,1,0,0,0,0,0,14,0
"ASV1312",0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1313",0,0,0,0,0,0,0,0,0,0,0,0,0,48,28,0,0,0,0,26,7,0,0,3,0,6,0,0,0,0,0
"ASV1314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,61,0
"ASV1316",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0
"ASV1317",18,0,0,0,0,0,0,0,8,0,0,0,16,8,0,0,0,0,0,0,10,0,0,42,0,15,0,0,0,0,0
"ASV1318",0,33,0,11,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,41,0,0,0,0
"ASV1319",0,0,7,0,0,0,0,0,9,0,0,8,0,0,31,0,0,7,0,10,9,0,3,0,0,0,0,4,3,26,0
"ASV1320",0,0,0,0,0,0,0,0,8,0,5,0,0,21,18,0,0,0,0,0,56,0,0,9,0,0,0,0,0,0,0
"ASV1321",0,0,0,0,32,0,0,0,0,0,0,0,17,0,22,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0
"ASV1322",0,0,0,0,0,0,0,0,0,0,0,20,35,28,0,0,0,0,9,0,0,24,0,0,0,0,0,0,0,0,0
"ASV1323",0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1324",28,0,0,20,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,15,0,0
"ASV1325",3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,30,25,0,0,19,5,0,10,0,0,0,19,0
"ASV1326",0,6,0,0,0,33,0,0,0,0,0,0,0,0,0,20,0,0,3,0,19,22,0,0,0,12,0,0,0,0,0
"ASV1327",0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0
"ASV1328",0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1329",11,2,0,0,0,4,13,0,4,0,0,7,0,6,0,0,4,14,0,9,8,3,4,5,0,7,0,9,4,0,0
"ASV1330",11,0,11,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6,13,22,4,6,0,0,12,12,0
"ASV1331",7,0,0,0,0,0,0,0,4,14,13,0,5,18,9,0,8,0,6,0,0,0,0,0,8,6,0,0,9,7,0
"ASV1332",0,52,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
"ASV1333",62,0,0,0,0,0,0,0,13,0,0,0,0,0,17,0,0,0,0,0,8,0,0,0,13,0,0,0,0,0,0
"ASV1334",0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,46,0,0,0,0,0,0
"ASV1335",0,0,0,0,0,5,0,0,0,0,0,0,12,0,7,0,7,0,0,0,0,11,0,0,12,10,28,13,0,8,0
"ASV1336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
"ASV1337",24,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,22,0,42,0,0,0,0,0
"ASV1338",0,0,0,0,0,46,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
"ASV1339",0,0,0,0,0,0,21,22,0,0,0,0,0,15,0,0,0,24,0,0,0,0,0,0,0,30,0,0,0,0,0
"ASV1340",0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,12,0,0,68,12,0,0,0,0,0,0,0
"ASV1341",0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,87,0,12,0,0,0,0,0,0,0
"ASV1342",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,33,0,6,0,0,0,0,0,0
"ASV1343",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0
"ASV1344",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0
"ASV1345",17,0,0,9,0,0,0,0,15,0,0,0,0,35,0,0,0,0,0,20,8,0,0,0,7,0,0,0,0,0,0
"ASV1346",0,0,0,0,17,0,0,0,0,0,0,16,7,0,0,1,0,5,0,20,0,17,0,0,6,0,0,0,12,10,0
"ASV1347",0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,18,0,0,0,0,20,0,0,0,0,0,0,0,0,24,0
"ASV1348",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0
"ASV1349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,38,0,0,24,0,0
"ASV1350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,75,0,0,0,0,0,0,0,0
"ASV1351",0,44,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1352",0,10,15,0,0,0,0,0,0,0,0,0,0,7,0,0,0,23,0,0,8,0,0,16,0,7,8,0,0,16,0
"ASV1353",0,8,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,6,31,0,0,0,0,0,0,0,13,0
"ASV1354",0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1355",0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1356",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,43,0,0,0,0,39,0,0,0,0
"ASV1357",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,64,0,0,0,0,0,0
"ASV1358",17,8,14,0,0,0,0,0,6,9,0,0,0,0,0,0,0,11,0,6,0,7,0,17,0,0,0,0,10,4,0
"ASV1359",0,0,0,34,0,0,45,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1360",0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0
"ASV1361",0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,47,0,0,0,0,0,0,0,0,30,0,0
"ASV1363",30,0,0,40,0,0,0,0,0,0,0,0,18,0,0,1,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
"ASV1364",0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1365",0,12,7,0,0,0,0,0,5,10,0,0,0,0,0,7,11,0,0,0,0,0,0,21,15,0,20,0,0,0,0
"ASV1366",0,0,0,14,0,0,0,0,16,0,0,0,0,0,0,21,26,10,0,0,0,0,12,0,0,0,0,0,0,9,0
"ASV1367",0,0,0,0,8,0,19,39,25,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1368",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,9,20,0,0,25,0,0,23,0,0
"ASV1369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0
"ASV1370",70,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1371",30,0,0,18,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,0,0,0,7,0,11,0,0,16,0
"ASV1372",27,0,0,13,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,30,0,0,0,0,18,0,0,0,0,0
"ASV1373",5,0,9,0,0,4,0,0,0,0,0,0,0,7,7,0,0,0,0,37,14,0,5,0,0,19,0,0,0,0,0
"ASV1374",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,13,0,0
"ASV1375",0,0,0,0,0,0,0,60,0,0,0,0,0,19,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
"ASV1376",0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0
"ASV1377",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,31,0,0,0,0,0,0,59,0,0,0,0
"ASV1378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21,0,43,0,0,0,0,0,0,0,18,0
"ASV1379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0
"ASV1380",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0
"ASV1381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0
"ASV1382",0,0,0,10,0,13,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0
"ASV1383",0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1384",0,0,0,0,0,0,17,13,12,0,34,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1385",85,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
"ASV1386",7,0,0,12,0,6,13,0,0,0,0,0,0,49,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,6,0
"ASV1387",0,18,0,27,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,38,0
"ASV1388",0,0,32,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
"ASV1389",0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
"ASV1390",0,0,0,0,0,0,33,34,17,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1391",0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,6,0,17,0,63,0,0,0,0,0,0,0
"ASV1392",0,0,0,0,0,0,0,0,0,0,0,30,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1393",0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
"ASV1394",15,0,7,0,5,0,0,0,0,0,0,0,0,10,4,0,7,13,0,10,0,0,5,14,0,0,0,0,0,14,0
"ASV1395",6,0,6,0,0,10,0,0,7,9,0,0,0,24,15,0,0,0,0,0,14,0,0,0,0,13,0,0,0,0,0
"ASV1396",0,7,5,5,0,2,0,0,0,0,5,4,5,0,0,0,9,4,0,12,7,8,23,0,0,0,0,0,4,4,0
"ASV1397",0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0
"ASV1398",0,0,0,0,0,0,0,0,82,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0
"ASV1400",59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0
"ASV1401",36,24,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,6,0,0,0,0,8,0
"ASV1402",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,40,0,0,0,0,0,0,0,0,0
"ASV1403",9,0,0,22,13,0,0,4,0,0,0,0,0,0,0,25,0,0,4,0,0,15,0,0,5,0,6,0,0,0,0
"ASV1404",0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1405",0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1406",0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,43,0,0,0,0,40,0,0
"ASV1407",17,0,5,12,0,0,15,0,7,0,0,6,10,0,0,0,0,0,0,0,0,1,0,4,6,10,0,0,9,0,0
"ASV1408",0,33,21,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1409",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,7,0,0,0,0,0,0,0,0,0,0,0
"ASV1410",0,0,0,4,0,0,0,0,0,0,0,0,19,40,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,13,0
"ASV1411",0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0
"ASV1412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0
"ASV1413",40,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,13,0,18,0,0,0,0,0
"ASV1414",7,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,23,39,0,19,0,0,0,0,0,0,0
"ASV1415",0,0,10,0,17,0,0,0,0,0,0,18,0,16,0,0,0,0,0,23,10,0,0,0,7,0,0,0,0,0,0
"ASV1416",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0
"ASV1417",14,0,22,11,0,11,0,0,0,0,0,0,0,0,0,0,9,20,0,4,0,0,0,0,9,0,0,0,0,0,0
"ASV1418",0,0,0,0,0,0,77,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
"ASV1419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
"ASV1420",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,21,0,0,0,0,0,0,0,0,0,0,39,0,0
"ASV1421",54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0
"ASV1422",39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29,0,0,7,23,0,0,0,0,0
"ASV1423",30,0,0,9,0,0,0,0,0,13,0,0,0,8,7,0,0,0,0,0,9,0,4,0,0,7,0,7,0,5,0
"ASV1424",27,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0
"ASV1425",8,6,0,0,3,6,5,0,4,5,0,0,0,27,0,0,0,0,0,11,0,5,0,13,0,6,0,0,0,0,0
"ASV1426",0,18,0,0,16,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0
"ASV1427",0,0,5,0,0,0,0,0,0,0,0,25,55,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
"ASV1428",0,0,0,0,4,0,73,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
"ASV1429",0,0,0,0,0,12,0,0,0,0,0,0,0,47,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,21,0
"ASV1430",0,0,0,0,0,0,0,0,12,0,0,0,14,0,0,0,5,13,0,16,0,0,0,26,13,0,0,0,0,0,0
"ASV1431",0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,36,0,12,0,0,0,0,0,0,0,29,0,0
"ASV1432",0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,32,0
"ASV1433",0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0
"ASV1434",0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1435",0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1436",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,24,0,36,0,0,0,0,0,0,0,0,0
"ASV1437",0,0,0,9,14,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,14,15,0,0,0,25,0,0,0,10,0
"ASV1438",0,0,0,0,10,0,0,0,0,0,5,0,12,0,0,0,0,6,0,0,0,53,0,0,0,0,12,0,0,0,0
"ASV1439",0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0
"ASV1440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,54,0,0,0,0,0,0,0,0
"ASV1442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,18,0,0,0,0,0,0
"ASV1443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0
"ASV1444",31,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,0,0,0,0,0,0
"ASV1445",0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0
"ASV1446",0,13,0,0,0,0,0,0,0,0,0,11,0,8,7,15,0,0,0,12,0,20,0,11,0,0,0,0,0,0,0
"ASV1447",0,7,0,0,6,0,0,4,0,0,0,0,5,6,0,0,9,0,0,50,0,10,0,0,0,0,0,0,0,0,0
"ASV1448",0,0,0,0,0,0,0,0,0,0,0,25,30,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0
"ASV1449",0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0
"ASV1450",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0
"ASV1451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0
"ASV1452",41,0,0,0,0,0,0,0,0,0,0,0,0,0,13,27,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
"ASV1453",0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,6,0,0,0,0,19,0,0,0,0
"ASV1454",0,0,2,0,0,0,0,0,68,0,0,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
"ASV1455",0,0,0,0,0,0,89,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1456",0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,23,0,34,0
"ASV1457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0
"ASV1461",46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1462",0,19,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,21,0,22,0,0,25,0,0,0,0
"ASV1463",0,0,0,19,0,0,0,0,0,7,0,0,31,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1464",0,0,0,0,0,0,0,0,27,0,51,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1465",0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,47,0,0,0,0,0,32,0,0,0,0,0,0
"ASV1466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0
"ASV1467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,41,0,0,0,0,0,0
"ASV1468",79,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1469",68,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1470",32,0,16,0,0,0,0,0,18,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
"ASV1471",0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,13,0,0
"ASV1472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1473",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,0,34,0,15,0,0,0,0,0,15,0
"ASV1474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0
"ASV1475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0
"ASV1476",11,0,0,9,0,0,0,11,0,0,0,8,0,0,14,0,0,0,0,12,7,0,7,8,0,0,0,0,0,6,0
"ASV1477",3,0,7,7,0,17,0,0,0,0,0,7,7,4,0,11,0,0,0,0,10,0,0,0,0,0,0,0,0,20,0
"ASV1478",0,12,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,8,11,0,0,0,0,7,24,0,6,0,11,0,0
"ASV1479",0,0,8,0,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,24,15,0,0,17,0,12,0,0,0,0,0
"ASV1480",0,0,0,0,49,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1481",0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
